sha256,format,detected_format,decryption,bytes,classification,classification_reason,read_status,sheet_count,visible_sheet_count,apparent_cells,sample_nonempty,sample_numeric,sample_formulas,sheet_names,sample_text,seconds,error,canonical_url,local_path
add0fb6f86e78c27b9afad0f31ce577a6ca81e1c6de358e54f651e7d2e3dd0ae,XLS,XLS,,131072,regulatory_reporting_template,Located under reporting requirements,readable,3,3,1384,144,24,0,CA  | Group Solvency Details | Group Solvency Details Ref list,"ID | Label | Amount (a) | Legal References & Comments | TOTAL OWN FUNDS FOR SOLVENCY PURPOSES | =1.1+1.2+1.3+1.6+1.7 =1.4+1.5+1.6+1.7 | 1.1 | ORIGINAL OWN FUNDS | Eligible Tier 1 capital 1.1.1+1.1.2+1.1.3+1.1.4+1.1.5 | 1.1.1 | Eligible Capital | 1.1.1.1+1.1.1.2+1.1.1.3+1.1.1.4 || GROUP Solvency Details | GROUP SOLVENCY DETAILS: INFORMATION ON AFFILIATES | CONSOLIDATED SUB-GROUPS AND REGULATED ENTITIES | CAPITAL REQUIREMENTS | TOTAL OWN FUNDS FOR SOLVENCY PURPOSES | SURPLUS (+) / DEFICIT (-) OF OWN FUNDS | SURPLUS (+) / DEFICIT (-) OF OWN FUNDS TAKING INTO ACCOUNT THE SUPERVISORY REVIEW PROCESS | NAME | CODE | Total capital Requirements for credit, counterparty credit, dilution risks and free deliveries | Settlement/Delivery risk | Total capital requirements for position, FX and commodity risks || GROUP Solvency Details | ID | Label | Legal references & Comments | COLUMNS | CONSOLIDATED SUB-GROUPS AND REGULATED ENTITIES | This template is mainly designed to gather information on the credit and other regulated financial institutions and subconsolidated subgroups which, being withi | Name | Name of the consolidated sub group or regulated entity | Code | Code assigned to the consolidated sub group or regulated entity | Total capital Requirements for credit, counterparty credit, dilution risks and free deliveries",0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/mifid-firms/reporting-requirements/gns-4-4-11-2-6-ca-and-group-solvency.xls?sfvrsn=6070d51d_4,files\www.centralbank.ie\_long\14eb4a34c4833d8e94c662f3\gns-4-4-11-2-6-ca-and-group-solvency__q-bb2d961823__u-14eb4a3.xls
a8a34ca4e9e647a9172ef9853431133f23359e1be2495ad7b585a2ddb607e7ca,XLS,XLS,,52224,regulatory_reporting_template,Located under reporting requirements,readable,1,1,60,11,0,0,New Clients Info,"Reporting Firm Code | Reporting Date (XX/XX/20XX) | Company Registration No. (if applicable) | Full New Client Name (not abbreviated) | Sector Code as per RSI return | Template 1 or Template 2 client (1/2) | If Template 2, connected to (provide code if available) | Principals (provide code if available) | Full Address of New Client | Date of Birth (if new client a person) | New Client Code (supplied by Central Bank)",0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/mifid-firms/reporting-requirements/gns-4-4-11-2-6-new-client-information-schedule.xls?sfvrsn=7370d51d_6,files\www.centralbank.ie\_long\c856476a4f591367dca6c152\gns-4-4-11-2-6-new-client-information-schedule__q-8c83c6f381_.xls
392a65f505d58f8a42a6869e2a3d287e9495f21d4d9a94e866cf80aec3a466e3,XLS,XLS,,152064,published_data,Located in a published-data area,readable,3,3,1843,231,150,0,Table A19 - Explanatory Notes | Table A.19 - Outstanding | Table A.19 - New Lending,"Table A.19 - Car Finance Statistics Explanatory Notes | (Updated March 2018) | General | The Money and Banking Car Finance Statistics (Table A.19) contain data on the within the state offices of credit institutions on lending related to the purchase | The reporting population covered in these tables are all credit institutions resident in Ireland, excluding credit unions. Please see the Money and Banking Stat | The data reported refers to the household sector, defined as follows: Households refer to individuals or groups of individuals acting as (i) consumers; (ii) pro | In some cases the totals in the tables may not equal the sum of their constituent parts due to rounding. Recent data are often provisional and may be revised in | n.a. | not available | . . | no figure to be expected | - || Table A.19 Loans to Irish Households for Consumption Purposes - Type of Car Finance, Outstanding | Households | Households | Outstanding consumer credit - € million | Outstanding consumer credit - contracts | o/w car finance ex. HP/PCP | o/w car hire purchase | o/w car finance ex. HP/PCP | o/w car hire purchase | o/w PCP | o/w PCP | Outstanding amounts - € million || Table A.19 Loans to Irish Households for Consumption Purposes - Type of Car Finance, New lending | Households | Households | Consumer credit, new lending - € million | Consumer credit, new lending - contracts | o/w car finance ex. HP/PCP | o/w car hire purchase | o/w car finance ex. HP/PCP | o/w car hire purchase | o/w PCP | o/w PCP | Gross New Lending - € million",0.016,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/bank-balance-sheets/bank-balance-sheets-data/table-a-19-credit-advanced-to-irish-resident-private-households-for-car-purchase.xls?sfvrsn=4d13ac1d_38,files\www.centralbank.ie\_long\b3d9691643129709927eb4eb\table-a-19-credit-advanced-to-irish-resident-private-househol.xls
4c63e12b5678f0435ad04b9db0473ab51250ba8f41e53978e1a2a1154979cfc9,XLS,XLS,,671744,published_data,Located in a published-data area,readable,2,2,54784,722,644,0,Mean Responses | Diffusion Index Responses,Question 1: Changes in Credit Standards on Loans to Enterprises | Question 2 Factors Affecting Credit Standards on Loans to Enterprises: Overall | Overall | Small and Medium Sized Enterprises | Large Enterprises | Short Term Loans | Long Term Loans | Costs Related to Banks Capital Position | Banks' ability to access market financing | Banks' liquidity position | Competition from other banks | Competition from non-banks || Question 1: Changes in Credit Standards on Loans to Enterprises | Question 2 Factors Affecting Credit Standards on Loans to Enterprises: Overall | Overall | Small and Medium Sized Enterprises | Large Enterprises | Short Term Loans | Long Term Loans | Costs Related to Banks Capital Position | Banks' ability to access market financing | Banks' liquidity position | Competition from other banks | Competition from non-banks,0.031,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/bank-lending-survey/bank-lending-survey-results-january-2003---april-2026.xls?sfvrsn=c9d8731a_5,files\www.centralbank.ie\_long\095f43a6cdb6ef769db74901\bank-lending-survey-results-january-2003---april-2026__q-cba0.xls
1f386700ca2a4baa2953c15e1a9346430810bcdfc86ec320b59a41a2081c5763,XLS,XLS,,233472,published_data,Located in a published-data area,readable,6,6,20692,2049,1773,0,Table A.14.1 | Table A.14.1 - Outstanding | Table A.14.1 - Transactions | Table A.14.1 - Growth Rates | Table A.14.1 - New Lending | Table A.14.1 - Interest Rates,"Table A.14.1 Credit Advanced to Irish Resident Small and Medium Sized Enterprises | Outstanding amounts | Series Code | Outstanding amounts | Transactions € million | Annual Growth rates - per cent. | 1. Primary Industries | 1.1 Agriculture | 1.2 Forestry, logging, mining and quarrying | 1.3 Fishing and aquaculture | 2. Manufacturing | 2.1 Manufacture of food, beverages and tobacco products || Table A.14.1 Credit Advanced to Irish Resident Small and Medium Sized Enterprises | Series Code | Outstanding amounts - € million | 1. Primary Industries | 1.1 Agriculture | 1.2 Forestry, logging, mining and quarrying | 1.3 Fishing and aquaculture | 2. Manufacturing | 2.1 Manufacture of food, beverages and tobacco products | 2.2 Wood, pulp, paper, paper products, printing and reproduction of recorded media | 2.3 Chemicals, rubber/plastic products, other non-metallic mineral products | 2.4 Pharmaceutical products and preparations, medical and dental instruments and supplies || Table A.14.1 Credit Advanced to Irish Resident Small and Medium Sized Enterprises | Series Code | Transactions - € million | 1. Primary Industries | .. | 1.1 Agriculture | .. | 1.2 Forestry, logging, mining and quarrying | .. | 1.3 Fishing and aquaculture | .. | 2. Manufacturing || Table A.14.1 Credit Advanced to Irish Resident Small and Medium Sized Enterprises | Series Code | Annual Growth Rates - per cent | 1. Primary Industries | .. | .. | .. | .. | 1.1 Agriculture | .. | .. | .. || Table A.14.1 Credit Advanced to Irish Resident Small and Medium Sized Enterprises | Series Code | Gross New Lending - € million | 1. Primary Industries | 1.1 Agriculture | 1.2 Forestry, logging, mining and quarrying | 1.3 Fishing and aquaculture | 2. Manufacturing | 2.1 Manufacture of food, beverages and tobacco products | 2.2 Wood, pulp, paper, paper products, printing and reproduction of recorded media | 2.3 Chemicals, rubber/plastic products, other non-metallic mineral products | 2.4 Pharmaceutical products and preparations, medical and dental instruments and supplies || Table A.14.1 Credit Advanced to Irish Resident Small and Medium Sized Enterprises | Interest Rates on Outstanding Amounts - per cent per annum | 1. Primary Industries | 2. Manufacturing | 3. Electricity, Gas, Steam and Air Conditioning Supply | 4. Water Supply, Sewerage, Waste Management and Remediation Activities | 5. Construction | 6. Wholesale/Retail Trade & Repairs | 7. Transportation and Storage | 8. Hotels and Restaurants | 9. Information and Communication | 10. Financial Intermediation (Excl. Monetary Financial Institutions)",0.016,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/business-credit-and-deposits/business-credit-and-deposits-data/table-a-14-1-credit-advanced-to-irish-resident-smes.xls?sfvrsn=f660ab1d_108,files\www.centralbank.ie\_long\c9fbdfa6f51177d2005adf8d\table-a-14-1-credit-advanced-to-irish-resident-smes__q-1c304f.xls
022cbd1aaa544de2a90d2bc4f298d2bd2539889984e56c2d3f7c6c0b514fd83e,XLS,XLS,,4257280,published_data,Located in a published-data area,readable,1,1,2941,269,219,0,Table A.13,Table A.13 Credit Card Statistics | Number of cards in issue (000) | New Spending during the month (€m) | Payment received during the month (€m) | Outstanding indebtedness on credit cards (€m) | Outstanding indebtedness year-to-year change (%) | Personal cards | Business cards | Personal cards | Business cards | Personal cards | Business cards,0.062,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/credit-and-debit-card-statistics/credit-and-debit-card-statistics-data/table-a-13-1-credit-card-statistics---discontinued.xls?sfvrsn=1b9ed71d_20,files\www.centralbank.ie\_long\af5a397d1eba577a6d4f9f43\table-a-13-1-credit-card-statistics---discontinued__q-97d2127.xls
f5f74799fed4e001e8fddff4bf9feda63fe04544c3e43dca6ec44ab49e790f86,XLS,XLS,,4638720,published_data,Located in a published-data area,readable,2,2,5600,478,379,0,L.4 annual | L.4 quarterly,€ million | Income Statement of Banking Offices Resident in Ireland5 | Of Which | Of Which | Of Which | Of Which | Of Which | Total | Domestic Market Banks | IFSC Banks | Total | Domestic Market Banks || € million | Income Statement of Banking Offices Resident in Ireland5 | Of Which | Of Which | Of Which | Of Which | Of Which | Total | Domestic Market Banks | IFSC Banks | Total | Domestic Market Banks,0.063,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/income-statistical-statistics/table-i-4.xls?sfvrsn=8387d71d_20,files\www.centralbank.ie\_long\3e5ff4849c036d33d13448bf\table-i-4__q-e1694feff1__u-3e5ff4849c03.xls
d8139e1215e0161d125dc1c76a453390530b49e046f223daa2905dae553a980b,XLS,XLS,,60928,published_data,Located in a published-data area,readable,3,3,935,258,205,0,Aug 1992 - Nov 1997 | Feb 1998 - Aug 1999 | Dec 1999 - Sept 2010,"DISCONTINUED SERIES | Credit Advanced to Irish Resident Private-Sector | Households | Aug'92 | Nov'92 | Feb'93 | May'93 | Aug'93 | Nov'93 | Feb'94 | May'94 | Aug'94 || DISCONTINUED SERIES | Credit Advanced to Irish Resident Private-Sector | Households | Feb-98 | May-98 | Aug-98 | Nov-98 | Feb-99 | € million | Personal (Private Households) | House mortgage finance | Other housing finance1 || DISCONTINUED SERIES | Credit Advanced to Irish Resident Private-Sector | Households | € million | Personal (Private Households) | House mortgage finance | Other housing finance1 | Finance for investment | Other personal | Note: | 1 Bridging finance now included in ""other Housing Finance"".",0.0,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/private-household-credit-and-deposits/private-household-credit-and-deposits-data/private-households-credit-discontinued-series.xls?sfvrsn=43a7d71d_8,files\www.centralbank.ie\_long\9b6da49762d8536bee5da809\private-households-credit-discontinued-series__q-a1e7092c14__.xls
2a3d2afeec5622181907013d0259065d073bf00d656280f1242f7f887ef825cb,XLS,XLS,,55296,published_data,Located in a published-data area,readable,2,2,320,60,39,0,May 1995-Nov 1997 | Feb 1998-Sept 2010,DISCONTINUED SERIES | Sectoral distribution of Deposits (Resident non-Government) | Households | May '95 | Aug '95 | Nov '95 | Feb'96 | May'96 | Aug '96 | Nov '96 | Feb'97 | May'97 || DISCONTINUED SERIES | Sectoral Distribution of Deposits (Resident non-Government) | Households | € million | Personal (Private Households),0.0,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/private-household-credit-and-deposits/private-household-credit-and-deposits-data/private-households-deposits-discontinued-series.xls?sfvrsn=46a7d71d_12,files\www.centralbank.ie\_long\e113f58e3065771ef34f0c73\private-households-deposits-discontinued-series__q-b3c2a46922.xls
9fdb1687254afda7b172113e3bdc148d5827a5e78b936ee012e9df1c9666f625,XLS,XLS,,8267264,published_data,Located in a published-data area,readable,4,4,9831,943,360,0,Table A.18.1 | Table A.18.1 - Outstanding | Table A.18.1 Transactions | Table A.18.1 - Growth Rates,Table A.18.1 Credit Advanced to Irish Resident Private Households for House Purchase | Total | Principal Dwellings | Buy-to-let | Floating Rate | Fixed Rate | Floating Rate | Standard Variable | Tracker | Up to 1 year fixed | Over 1 and up to 3 years | Over 3 and up to 5 years || Table A.18.1 Credit Advanced to Irish Resident Private Households for House Purchase | Total | Principal Dwellings | Buy-to-let | Floating Rate | Fixed Rate | Floating Rate | Standard Variable | Tracker | Up to 1 year fixed | Over 1 and up to 3 years | Over 3 and up to 5 years || Table A.18.1 Credit Advanced to Irish Resident Private Households for House Purchase | Total | Principal Dwellings | Buy-to-let | Floating Rate | Fixed Rate | Floating Rate | Standard Variable | Tracker | Up to 1 year fixed | Over 1 and up to 3 years | Over 3 and up to 5 years || Table A.18.1 Credit Advanced to Irish Resident Private Households for House Purchase | Total | Principal Dwellings | Buy-to-let | Floating Rate | Fixed Rate | Floating Rate | Standard Variable | Tracker | Up to 1 year fixed | Over 1 and up to 3 years | Over 3 and up to 5 years,0.109,,https://www.centralbank.ie/docs/default-source/statistics/data-and-analysis/credit-and-banking-statistics/private-household-credit-and-deposits/private-household-credit-and-deposits-data/table-a-18-1-credit-house-purchase.xls?sfvrsn=5da1b21d_86,files\www.centralbank.ie\_long\f18a37a23572df4137a8ebb8\table-a-18-1-credit-house-purchase__q-cd6f45ef59__u-f18a37a23.xls
